xx,yy,OBJECTID,Description,ParkType,Car_Park,Dog_Off_Leash_Area,Electric_BBQ,Picnic_Set,Rubbish_Bins,Shelter,Toilets,Water_Fountain,Basketball_Court,Play_Equipment,Playground_Area,Skate_Park,Exercise_Equipment,Suburb,ADDRESS,APS
499405.6054,6985783.0054,646,Yvonne Chapman Park,Park\Local Civic Par,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,KALLANGUR,1413 ANZAC AVENUE KALLANGUR,NO
478031.8987,7018837.2703,647,George Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,WOODFORD,5 GEORGE STREET WOODFORD,NO
516836.7602,7005914.8459,648,Melia Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,BONGAREE,8-10 MELIA STREET BONGAREE,NO
496649.7704,6996249.8022,649,Burpengary Sports Station Road,Park\District Sports,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,BURPENGARY,101-121 STATION ROAD BURPENGARY,NO
493513.8701,6969339.0193,650,Crane Reserve,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,No
493097.6709,7004694.1781,651,Bert Webster Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,CABOOLTURE,14 PARK STREET CABOOLTURE,NO
504543.8447,6998102.6119,652,Gretel Drive Park,Park\Local Recreatio,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,BEACHMERE,22-22A GRETEL DRIVE BEACHMERE,NO
501508.9057,6982820.0694,653,Pine River Drive Community Res,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,17 PINE RIVER DRIVE MURRUMBA DOWNS,NO
515187.2115,7006896.8689,654,Currong Crescent Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,BELLARA,54 VERDONI STREET BELLARA,NO
514970.1217,7007813.178,655,Sea Eagle Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,BANKSIA BEACH,95 RAPTOR PARADE BANKSIA BEACH,NO
494741.6302,6982828.7889,656,Marilyn Boxer Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,JOYNER,15 FAIRLANE STREET JOYNER,NO
477214.4813,7019791.026,657,Lions Park North (Woodford),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,WOODFORD,40 DURUNDUR STREET WOODFORD,NO
497956.4516,6970900.1728,658,Lionel Burton Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,EVERTON HILLS,29 BENNETTS ROAD EVERTON HILLS,NO
501186.492,6989846.7107,659,Mersey Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,1 MERSEY STREET NORTH LAKES,NO
510116.7007,6988863.5893,660,Mungara Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,REDCLIFFE,1A CLARK COURT REDCLIFFE,NO
493634.6553,7000856.8882,661,Woodrose Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,40-46 WOODROSE ROAD MORAYFIELD,NO
501369.0716,6987553.9336,662,Maddock Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,60 LAKEFIELD DRIVE NORTH LAKES,NO
495613.1046,7006333.393,663,Jensen Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,107-109 PUMICESTONE ROAD CABOOLTURE,NO
476943.7552,7019621.5717,664,Woodford Showgrounds,Park\Specific use Sp,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,WOODFORD,38-88 NEURUM ROAD WOODFORD,NO
482040.4142,6992182.9695,665,Mckenzie Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,DAYBORO,86 MCKENZIE STREET DAYBORO,NO
501425.0771,6989967.6538,666,Montgomerie Parade Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,55 LANGER CIRCUIT NORTH LAKES,NO
492412.9459,6993881.2472,667,Champion Circuit Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NARANGBA,39-67 CHAMPION CIRCUIT NARANGBA,NO
492136.0207,7006044.756,668,Helen Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,15 HELEN STREET CABOOLTURE,NO
511721.6972,6989965.3945,669,Queens Beach Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,No
515694.8083,7005678.0426,670,Jacaranda Drive Park (South),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,BONGAREE,30 JACARANDA DRIVE BONGAREE,NO
499607.5297,6987682.7937,671,Monarch Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,13 CAMBERWELL DRIVE KALLANGUR,NO
508125.1105,6984762.4608,672,Clontarf Beach Park,Park\Regional Foresh,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,,No
513821.4951,7010022.7157,673,Albatross Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,157-159 ENDEAVOUR DRIVE BANKSIA BEACH,NO
492036.1498,7004060.1411,674,Bellbrook Drive Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BELLMERE,20-30 ALMOND WAY BELLMERE,NO
497135.89,7001298.692,675,Coogera Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,1 YEW STREET MORAYFIELD,NO
502085.0838,6988006.5885,676,Archer Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,3-9 SILVESTER STREET NORTH LAKES,NO
495917.5183,6976205.1557,677,James Cash Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,EATONS HILL,14 BUNYA PARK DRIVE EATONS HILL,NO
494797.8315,7006135.156,678,Caboolture Showgrounds,Park\Specific use Sp,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,CABOOLTURE,Lot 5 BEERBURRUM ROAD CABOOLTURE,NO
494904.7577,7001063.9587,679,Jenny Fourez Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,23-27 WALKERS ROAD MORAYFIELD,NO
520102.4638,7005921.3442,680,Tintookie Park,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,WOORIM,24 SECOND AVENUE WOORIM,NO
494814.5038,6975646.5111,681,Saraband Drive Reserve (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,178 SARABAND DRIVE EATONS HILL,NO
491844.2396,7001973.7518,682,Kensington Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,UPPER CABOOLTURE,39-43 PARKRIDGE AVENUE UPPER CABOOLTURE,NO
516762.7899,7005854.026,683,Pentas Drive Park (East),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,BONGAREE,22-26 PENTAS DRIVE BONGAREE,NO
497666.385,6982173.572,684,Brett Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,LAWNTON,51 TODDS ROAD LAWNTON,NO
493131.3827,7003550.1531,685,Ebb Drive Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,10-12 LOTUS AVENUE BELLMERE,NO
495335.1061,6976771.4046,686,H T Ireland Reserve,Park\District Recrea,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,EATONS HILL,22 SARABAND DRIVE EATONS HILL,NO
502650.7596,6992186.6418,687,Deception Bay Sports Centre,Park\Local Sports Pa,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DECEPTION BAY,100-166A MAINE TERRACE DECEPTION BAY,NO
497342.4046,6983791.7298,688,Marion Mckay Park,Park\Local Civic Par,No,No,No,No,No,No,No,No,No,No,No,No,No,PETRIE,44 OLD DAYBORO ROAD PETRIE,NO
475549.7191,7022984.7839,689,Woodfordia,Park\Community Facil,No,No,No,No,No,No,No,No,No,No,No,No,No,STANMORE,87 WOODROW ROAD STANMORE,NO
514639.1921,7007841.7334,690,North Point Park (North),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,38 NORTH POINT BANKSIA BEACH,NO
490414.9694,6997586.4965,691,Williamson Road - Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,158 WILLIAMSON ROAD MORAYFIELD,NO
501637.1831,6998707.1871,692,Montrose Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,17 MONTROSE COURT BURPENGARY EAST,NO
497163.9188,6983016.4428,693,Allsop Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,LAWNTON,9 ALLSOP STREET LAWNTON,NO
502510.6048,6986129.2441,694,Jean Hooper Recreation Area,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No
495480.3047,6992405.7116,695,Matterhorn Drive Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,NARANGBA,31 MATTERHORN DRIVE NARANGBA,NO
482682.3909,6991931.8006,696,Roderick A Cruice Park,Park\Community Facil,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,DAYBORO,29-33 WILLIAMS STREET DAYBORO,NO
499570.8173,6995190.1786,697,Randwick Drive Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,49 RANDWICK DRIVE BURPENGARY EAST,NO
494461.8927,7001565.5428,698,Walkers Road Reserve,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,MORAYFIELD,30-38 CABOOLTURE RIVER ROAD MORAYFIELD,NO
495213.3602,6990945.2175,699,McCullagh Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,NARANGBA,44B MCCULLAGH CRESCENT NARANGBA,NO
495922.2174,6968989.4818,700,Bruce Smith Park,Park\Linear Linkage,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,ARANA HILLS,1 JANE STREET ARANA HILLS,NO
499483.2773,6985168.9161,701,Fred Kruger Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,KALLANGUR,6 EMMA JANE COURT KALLANGUR,NO
511521.4291,6989850.7005,702,Prince Edward Parade Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,REDCLIFFE,107 PRINCE EDWARD PARADE REDCLIFFE,NO
498000.3358,6976234.467,703,John Leitch Memorial Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ALBANY CREEK,92 LEITCHS ROAD ALBANY CREEK,NO
507799.6189,7008794.1906,704,Bishop Parade Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,TOORBUL,1560-1608A THE ESPLANADE TOORBUL,NO
486475.4024,6970183.4969,705,Harold Brown Park,Park\Local Sports Pa,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,WIGHTS MOUNTAIN,23 RICHARDS ROAD WIGHTS MOUNTAIN,NO
499995.3582,6984862.5217,706,Brigalow Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,14 BRIGALOW COURT MURRUMBA DOWNS,NO
494096.9627,6982678.4008,707,Chandler Reserve,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,JOYNER,100 GORDONS CROSSING ROAD JOYNER,NO
497553.1697,6991799.3164,708,Mackie Road Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,94 MACKIE ROAD NARANGBA,NO
492985.6102,6972900.0845,709,Powerful Owl Court Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BUNYA,Lot 902 BUNYA ROAD BUNYA,NO
512701.3271,7004761.726,710,Sandstone Point Sports Ground,Park\Local Sports Pa,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,SANDSTONE POINT,190 BESTMANN ROAD SANDSTONE POINT,NO
496579.6471,7010462.06,711,Morris Park - Elimbah,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,ELIMBAH,250-254 BIGMOR DRIVE ELIMBAH,NO
499414.3123,6984918.2715,712,Briggs Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,Lot 161 BRIGGS COURT KALLANGUR,NO
494795.6831,6976747.2497,713,Zorina Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,1 ZORINA COURT EATONS HILL,NO
478762.2803,7012734.9529,714,Dasher Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DELANEYS CREEK,65-103 DASHER STREET DELANEYS CREEK,NO
494536.6731,6970013.8021,715,Melva Reserve,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,FERNY HILLS,58A CAESAR ROAD FERNY HILLS,NO
501100.5824,6988799.9945,716,Harrison Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,NORTH LAKES,90-102 COWEN TERRACE NORTH LAKES,NO
508401.5346,6989559.6276,717,Newport Park,Park\District Recrea,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NEWPORT,5 SPINNAKER BOULEVARD NEWPORT,NO
509406.4476,7010360.1131,718,Toorbul Esplanade (Foreshore),Park\Local Foreshore,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,TOORBUL,Lot 1 THE ESPLANADE TOORBUL,NO
492958.8615,7003706.9126,719,Stream Place Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,20 RIVULET PLACE BELLMERE,NO
509396.2134,6986845.8548,720,MJ Brown Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CLONTARF,58 CEDAR STREET CLONTARF,NO
499662.9874,6987317.3013,721,Swordgrass Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,46 BUTTERFLY DRIVE KALLANGUR,NO
501557.1133,6985421.3615,722,Harold Moroney Reserve,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,,No
500257.1232,6986331.501,723,Humphries Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,124 DUFFIELD ROAD KALLANGUR,NO
493841.7164,6978410.2974,724,Frank Nichols Reserve,Park\District Recrea,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,WARNER,126 LILLEY ROAD WARNER,NO
510806.7885,6988290.2803,725,Redcliffe Tennis Centre,Park\Local Sports Pa,Yes,No,No,No,No,No,No,No,No,No,No,No,No,REDCLIFFE,Lot 804 LAMINGTON DRIVE REDCLIFFE,NO
494294.3614,6975009.4831,726,Bunya Crossing Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BUNYA,87-89 DUGANDAN ROAD BUNYA,NO
493472.0309,7005108.0431,727,Jemm Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,93 LYNFIELD DRIVE CABOOLTURE,NO
507427.2312,6989598.8574,728,Taradale Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,KIPPA-RING,14-20 WANGANUI STREET KIPPA-RING,NO
500302.4605,6990039.9454,729,Garigal Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,10 MAGNETIC TERRACE NORTH LAKES,NO
479124.4761,7016403.2998,730,D'aguilar Highway Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WOODFORD,2231 D'AGUILAR HIGHWAY WOODFORD,NO
480042.0901,7015087.9722,731,Carmichael Court Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,Yes,No,No,D'AGUILAR,2039-2047 D'AGUILAR HIGHWAY D'AGUILAR,NO
501820.2993,6982607.6807,732,Gary Fulton Park,Park\Local Recreatio,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,MURRUMBA DOWNS,10 DRYSDALE COURT MURRUMBA DOWNS,NO
504430.8648,6998312.8497,733,Dwyer Street Park (North),Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,BEACHMERE,1 DWYER STREET BEACHMERE,NO
491819.7563,7010326.7714,734,Alcock Road Park,Park\Local Recreatio,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,CABOOLTURE,119-123 ALCOCK ROAD CABOOLTURE,NO
498949.126,6995652.4458,735,Twists Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,13 SHADFORTH STREET BURPENGARY EAST,NO
498713.858,7003336.4123,736,Bishop Park,Park\Local Recreatio,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,CABOOLTURE,18-26 ANN-MAREE DRIVE CABOOLTURE,NO
493678.1566,7002425.8072,737,Grant Road Sportsgrounds and C,Park\District Sports,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,MORAYFIELD,28-44 GRANT ROAD MORAYFIELD,NO
494764.2084,6982426.6533,738,Huddleston Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,JOYNER,17 KARELYN DRIVE JOYNER,NO
501811.0777,6990069.2438,739,Nicklaus Parade Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,19 NICKLAUS PARADE NORTH LAKES,NO
497877.2858,6981701.9922,740,Judith Street Pathway,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,Lot 4 FRANCIS ROAD BRAY PARK,NO
502768.4048,6993870.8185,741,Bancroft Terrace Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,74A CAPTAIN COOK PARADE DECEPTION BAY,NO
510130.7153,6984961.9191,742,Woody Point Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,WOODY POINT,229 HORNIBROOK ESPLANADE WOODY POINT,NO
493708.7098,7004614.0333,743,Condamine Street Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,30 CONDAMINE STREET CABOOLTURE,NO
504506.901,6990592.8755,744,Leslie Slaughter Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,ROTHWELL,5 NEPTUNE COURT ROTHWELL,NO
496121.7174,6980784.1795,745,Odempa Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BRAY PARK,18-24 GRAY ROAD BRAY PARK,NO
494840.5869,6971214.5334,746,Blackwood Drive Pathway,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,44 BLACKWOOD DRIVE ARANA HILLS,NO
511105.0999,6992353.541,747,Jamieson Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,SCARBOROUGH,8 REEF POINT ESPLANADE SCARBOROUGH,NO
493818.4382,6994704.6058,748,Central Green Drive East Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,60 CENTRAL GREEN DRIVE NARANGBA,NO
500979.9807,6987674.7952,749,Archer Close park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,101 ENDEAVOUR BOULEVARD NORTH LAKES,NO
497336.0528,6981927.3221,750,Don Mcquilty Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,LAWNTON,1-7 NIGHTINGALE DRIVE LAWNTON,NO
502054.3785,6992815.1257,751,Dame Annabelle Rankin Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,DECEPTION BAY,20 LANHAM ROAD DECEPTION BAY,NO
488523.8219,6972401.471,752,Mary Ring Drive Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,SAMFORD VILLAGE,32 MT GLORIOUS ROAD SAMFORD VILLAGE,NO
514840.1826,7008220.5736,753,Seafarer Park,Park\Local Recreatio,No,No,No,No,No,Yes,No,No,No,No,No,No,No,BANKSIA BEACH,95 COSMOS AVENUE BANKSIA BEACH,NO
494061.6465,7006759.3743,754,QLD State Equestrian Centre,Park\Specific use Sp,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,CABOOLTURE,134 OLD GYMPIE ROAD CABOOLTURE,NO
494962.8905,7003509.4672,755,Mingaye Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE SOUTH,1-3 MINGAYE STREET CABOOLTURE SOUTH,NO
503552.4566,6988017.428,756,Stodart Terrace Park,Park\Local Recreatio,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,MANGO HILL,2-10 STODART TERRACE MANGO HILL,NO
499273.0897,6997279.8195,757,Lewins Place Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,2-8 LEWINS PLACE BURPENGARY EAST,NO
503867.2051,6998855.9277,758,Gillian Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,BEACHMERE,Lot 135 JAMES ROAD BEACHMERE,NO
497525.2517,6973049.2994,759,Old Northern Road Park,Park\Amenity Park,No,No,No,No,No,No,No,Yes,No,No,No,No,No,ALBANY CREEK,Lot 1 OLD NORTHERN ROAD ALBANY CREEK,NO
508674.9156,6988176.2703,760,Kirami Park,Park\Local Recreatio,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,KIPPA-RING,32-38 KORSCH STREET KIPPA-RING,NO
502008.1701,6994248.9036,761,Bridecroft Court Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,16-18 BRIDECROFT COURT DECEPTION BAY,NO
495876.9975,6974711.7541,762,Ghost Gum Court Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,ALBANY CREEK,14 GHOST GUM COURT ALBANY CREEK,NO
494723.5909,6994924.0494,763,Providence Way Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,1 PROVIDENCE WAY NARANGBA,NO
494144.8394,6993541.1635,764,Firewheel Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,NARANGBA,20-22 RIDGE VIEW DRIVE NARANGBA,NO
496818.3923,6975158.737,765,Elton Park,Park\Local Civic Par,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,712 ALBANY CREEK ROAD ALBANY CREEK,NO
513876.9181,7007552.7461,766,Marina Boulevarde Park (South),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,2-14 MARINA BOULEVARD BANKSIA BEACH,NO
497398.7309,7004308.9978,767,Bruce Highway Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,96A SUMMERFIELDS DRIVE CABOOLTURE,NO
493150.8371,6975298.6781,768,Hidden Valley Drive Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,10 HIDDEN VALLEY DRIVE EATONS HILL,NO
501735.4071,6998326.26,769,Drainage Reserve (55 High Road,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,55 HIGH ROAD BURPENGARY EAST,NO
497393.735,7005642.9702,770,Moses Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,12A HOPKINS CHASE CABOOLTURE,NO
500117.1046,6990521.2861,771,Unnamed Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,16 BASALT STREET NORTH LAKES,NO
496839.0397,7006790.0849,772,Fazey Close Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,21-23 SCHOFIELD CIRCUIT CABOOLTURE,NO
498438.5809,6976910.5449,773,Scouts Crossing Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BRENDALE,19 DAVIS LANE BRENDALE,NO
499070.7748,6979169.5274,774,W T Protheroe Memorial Park,Park\Amenity Park,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,STRATHPINE,220 GYMPIE ROAD STRATHPINE,NO
497019.2128,7004473.7027,775,Central Lakes Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,37-43 SUMMERFIELDS DRIVE CABOOLTURE,NO
505226.503,7000231.2903,776,Beachmere Sports Complex,Park\Local Sports Pa,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,BEACHMERE,57A ROGERS STREET BEACHMERE,NO
486728.4294,7007595.2033,777,Woodcrest Place Reserve,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,WAMURAN,11 WOODCREST PLACE WAMURAN,NO
501853.8087,6993886.1714,778,Aster Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,3 ASTER STREET DECEPTION BAY,NO
494269.9982,7007594.4002,779,Peters Drive Reserve,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,2 PETERS DRIVE CABOOLTURE,NO
511156.8607,6988380.5761,780,Humpybong Park,Park\Linear Linkage,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,REDCLIFFE,52A ANZAC AVENUE REDCLIFFE,NO
516166.8843,7003612.2947,781,Vietnam Veterans Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,BONGAREE,94 TOORBUL STREET BONGAREE,NO
496575.5195,6981680.576,782,De Havilland Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,9 AVENGER CLOSE BRAY PARK,NO
512553.6021,7004252.6873,783,Avoca Esplanade Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,No,No,No,No,SANDSTONE POINT,15 AVOCA ESPLANADE SANDSTONE POINT,NO
