xx,yy,OBJECTID,Description,ParkType,Car_Park,Dog_Off_Leash_Area,Electric_BBQ,Picnic_Set,Rubbish_Bins,Shelter,Toilets,Water_Fountain,Basketball_Court,Play_Equipment,Playground_Area,Skate_Park,Exercise_Equipment,Suburb,ADDRESS,APS
499709.5431,6978893.3214,440,Pine Rivers Park,Park\Regional Recrea,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,STRATHPINE,125 GYMPIE ROAD STRATHPINE,NO
498699.9156,6978945.6824,441,Nicol Way Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BRENDALE,29 SOUTH PINE ROAD BRENDALE,NO
497332.067,6980559.9728,442,John Bray Park,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,BRAY PARK,147A KENSINGTON WAY BRAY PARK,NO
497199.535,6969726.0632,443,Minya Park,Park\Amenity Park,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,EVERTON HILLS,75 CAMELIA AVENUE EVERTON HILLS,NO
509306.7414,6987098.1667,444,Carabeen Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MARGATE,19 CARABEEN COURT MARGATE,NO
509743.6091,6985067.0608,445,Apex Park (Woody Point),Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,WOODY POINT,229 HORNIBROOK ESPLANADE WOODY POINT,NO
496579.1949,6982678.9552,446,Ron Thomason Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,No,No,No,No,LAWNTON,120A TODDS ROAD LAWNTON,NO
509788.8913,6988715.8826,447,Mackenzie Park (Redcliffe),Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,REDCLIFFE,9A MACKENZIE STREET REDCLIFFE,NO
485845.3526,6969239.4962,448,Fletcher Close Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CAMP MOUNTAIN,26 FLETCHER CLOSE CAMP MOUNTAIN,NO
492958.5269,7004003.9004,449,Wally Strong Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,BELLMERE,45 BELLMERE ROAD BELLMERE,NO
480470.0147,6970863.5686,450,Goat Track Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,HIGHVALE,Lot 500 DAWSON CREEK ROAD HIGHVALE,NO
495381.8028,6981892.0644,451,Youngs Crossing Road (East),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,20 YOUNGS CROSSING ROAD BRAY PARK,NO
497539.0391,6999780.9982,452,Grigg Drive Bmx Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,38 DENSON STREET MORAYFIELD,NO
499911.1813,6985545.3477,453,Paris Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,KALLANGUR,70 GOODFELLOWS ROAD KALLANGUR,NO
495851.2336,6979944.1472,454,Brisbane Road Park,Park\Linear Linkage,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,WARNER,14 RUSSET BURBANK PARADE WARNER,NO
501538.8708,6987994.7061,455,Stapylton Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,11 TOWNLEY DRIVE NORTH LAKES,NO
495211.4715,6974602.9485,456,Rivergum Drive Park,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,EATONS HILL,18 CONFLUENCE COURT EATONS HILL,NO
493374.3408,6993795.3552,457,Tamarillo Circuit Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,NARANGBA,11 MANGO CRESCENT NARANGBA,NO
495019.3956,6994339.953,458,Amaroo Avenue Park,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,NARANGBA,23 AMAROO AVENUE NARANGBA,NO
513628.4448,7004409.8568,459,Sandstone Point Foreshore,Park\Local Foreshore,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,SANDSTONE POINT,4 OXLEY PLACE SANDSTONE POINT,NO
493591.5183,6969827.274,460,Wilkinson Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,FERNY HILLS,Lot 241 PYLARA CRESCENT FERNY HILLS,NO
496905.4464,7004954.9313,461,Seeney Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CABOOLTURE,29-33 CENTRAL LAKES DRIVE CABOOLTURE,NO
496088.5372,6995431.0455,462,Crendon Street Park,Park\Linear Linkage,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,BURPENGARY,23A-35A CRENDON STREET BURPENGARY,NO
501217.6576,6988673.1207,463,Hotham Close Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,2 HOTHAM CLOSE NORTH LAKES,NO
500614.1682,6993583.1079,464,Zammit Street Sportsgrounds,Park\Local Sports Pa,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,DECEPTION BAY,55 ZAMMIT STREET DECEPTION BAY,NO
499301.0505,6981820.5533,465,Lawnton Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,1A BEAUFORT STREET STRATHPINE,NO
501517.8223,6994233.6177,466,Billabong Place Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,40 BILLABONG PLACE DECEPTION BAY,NO
492045.3238,6998557.028,467,Adelong Court Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,MORAYFIELD,77 ADELONG COURT MORAYFIELD,NO
508756.8886,6986346.8358,468,Tom Curry Park,Park\Local Recreatio,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,CLONTARF,1A MAYLEEN STREET CLONTARF,NO
515466.4658,7006341.8348,469,Goodwin Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BONGAREE,250 GOODWIN DRIVE BONGAREE,NO
478579.6084,7016485.1245,470,Scotts Lane Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,WOODFORD,30 SCOTTS LANE WOODFORD,NO
495530.8922,6972935.3154,471,Havenwood Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,1 HAVENWOOD COURT ALBANY CREEK,NO
493241.8956,6975461.3994,472,Glen Eaton Street Reserve,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,EATONS HILL,2 GLEN EATON STREET EATONS HILL,NO
500736.3785,6985354.2213,473,Reg Crouch Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MURRUMBA DOWNS,37 TULIP TREE ROAD MURRUMBA DOWNS,NO
509111.9744,6990067.4676,474,Falcon Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,10 CONSTANCE COURT NEWPORT,NO
494100.2509,6993869.297,475,Greenlinks Crescent Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,NARANGBA,118-120 FOREST RIDGE DRIVE NARANGBA,NO
503435.8707,6991362.3621,476,Lions Park (Deception Bay),Park\Local Recreatio,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,DECEPTION BAY,118-128 CROSS STREET DECEPTION BAY,NO
499863.7766,6998129.1409,477,Thorncliffe Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY EAST,13 THORNCLIFFE DRIVE BURPENGARY EAST,NO
476446.6155,7019696.7281,478,Maridan Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,WOODFORD,54 NEURUM STREET WOODFORD,NO
497619.4456,7001016.1706,479,Citronella Street Park,Park\Linear Linkage,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,MORAYFIELD,24-26 CITRONELLA STREET MORAYFIELD,NO
496131.1714,6973852.9501,480,Matthew Hawthorne Reserve,Park\Linear Linkage,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ALBANY CREEK,2 LANCEWOOD DRIVE ALBANY CREEK,NO
511365.5713,6987514.4031,481,Suttons Beach Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,REDCLIFFE,Lot 1 REDCLIFFE POINT REDCLIFFE,NO
495191.0909,6994050.8652,482,Mackenzie Avenue Reserve (East),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,304 NEW SETTLEMENT ROAD NARANGBA,NO
496335.3882,6969606.5124,483,Leslie Patrick Park,Park\District Sports,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,ARANA HILLS,135 OLEARIA STREET ARANA HILLS,NO
510929.3777,6987989.6886,484,Youth Space Park,Park\District Recrea,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,REDCLIFFE,Lot 972 ANZAC AVENUE REDCLIFFE,NO
490731.1009,6975541.3259,485,Albert Road Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DRAPER,Lot 4 ALBERT ROAD DRAPER,NO
501338.5967,6988781.3958,486,Hampden Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,NORTH LAKES,26 HAMPDEN STREET NORTH LAKES,NO
497766.1477,6984712.3321,487,Yebri Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KALLANGUR,8 YEBRI STREET KALLANGUR,NO
501710.3065,6988623.2139,488,Squire Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,11-17 SWORDS PARADE NORTH LAKES,NO
496938.9827,6982471.5197,489,Platypus Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,LAWNTON,5 CERATODUS COURT LAWNTON,NO
499987.5803,6990318.5139,490,Innes Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,10 PALMERSTON STREET NORTH LAKES,NO
480575.5548,7014876.9329,491,Cash Street Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,D'AGUILAR,13-21 CASH STREET D'AGUILAR,NO
496377.6909,6979871.8616,492,Old North Road Park (North),Park\Local Recreatio,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,WARNER,Lot 905 OLD NORTH ROAD WARNER,NO
500670.7111,6989131.7997,493,Endeavour Boulevard Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,2 DUNES CRESCENT NORTH LAKES,NO
495516.2424,7005031.6917,494,Wallace Street Park,Park\District Recrea,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CABOOLTURE,27-41 WALLACE STREET CABOOLTURE,NO
500907.1874,6987460.5109,495,Manhattan Crescent Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,2 ROCKEFELLER STREET NORTH LAKES,NO
497181.9793,6979584.3107,496,Alf Shaw Park,Park\District Recrea,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,STRATHPINE,190-198 STANLEY STREET STRATHPINE,NO
486823.9659,6968875.5513,497,Domrow Road Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CAMP MOUNTAIN,Lot 22 DOMROW ROAD CAMP MOUNTAIN,NO
501829.8199,6982021.2405,498,Keith Houghton Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,MURRUMBA DOWNS,2 BARWON STREET MURRUMBA DOWNS,NO
494480.4768,6974682.0841,499,George Biggs Playground,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,BUNYA,32 WESTON DRIVE BUNYA,NO
496870.4512,6974438.3282,500,Old Northern Service Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,86 OLD NORTHERN ROAD ALBANY CREEK,NO
497764.5537,6976142.4917,501,Max Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,19 MAX COURT ALBANY CREEK,NO
497300.2629,6975033.2044,502,Cuthbert Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,ALBANY CREEK,25A DEVORAN STREET ALBANY CREEK,NO
499071.2538,6989839.879,503,North Pine Playing Fields,Park\District Sports,No,No,No,No,No,No,No,No,No,No,No,No,No,DAKABIN,420 OLD GYMPIE ROAD DAKABIN,NO
497775.2769,6983422.2767,504,Mathieson Park,Park\Local Sports Pa,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,PETRIE,3 MUNDIN STREET PETRIE,NO
497032.0211,6992855.4848,505,Narangba Equestrian Park,Park\Specific use Sp,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,134 CALLAGHAN ROAD NARANGBA,NO
499755.4273,6987120.2016,506,Birdwing Crescent Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,KALLANGUR,77 BUTTERFLY DRIVE KALLANGUR,NO
503778.1752,6987286.1588,507,1 Jepson Street,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,MANGO HILL,1 JEPSON STREET MANGO HILL,NO
507765.6527,6988336.6954,508,Drainage Reserve (Hercules Roa,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,KIPPA-RING,14 SAVU COURT KIPPA-RING,NO
495735.2563,7003907.0255,509,Lakes Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE SOUTH,80 FORTUNE ESPLANADE CABOOLTURE SOUTH,NO
498098.7288,6999137.5941,510,Nectar Way Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,BURPENGARY EAST,44-54 NORTHWOOD DRIVE BURPENGARY EAST,NO
493526.885,7005383.5452,511,Afton Street Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,CABOOLTURE,20 AFTON STREET CABOOLTURE,NO
501806.1095,6993175.1397,512,Murray Drive Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,DECEPTION BAY,18 MURRAY DRIVE DECEPTION BAY,NO
493616.2305,7005154.6269,513,Broadway Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,140 TOOHEY STREET CABOOLTURE,NO
478196.4944,7018621.4422,514,Tilney Road Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,WOODFORD,5-19 CORONATION AVENUE WOODFORD,NO
515162.6813,7007293.7167,515,The Peninsular Park (East),Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,No,No,No,No,BANKSIA BEACH,183 MARINA BOULEVARD BANKSIA BEACH,NO
496380.1073,6975567.177,516,Cassowary Street Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ALBANY CREEK,10A JAMES CASH COURT ALBANY CREEK,NO
493695.8036,6970723.5959,517,City View Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,No,FERNY HILLS,Lot 1 HUTTON ROAD FERNY HILLS,NO
511393.1836,6988561.9697,518,Anzac Place,Park\Regional Foresh,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,,,No
500410.427,6988755.3557,519,Morgan Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,NORTH LAKES,32 ASTLEY PARADE NORTH LAKES,NO
502736.2411,6983270.7317,520,Henry Road Reserve West,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,GRIFFIN,Lot 904 DOHLES ROCKS ROAD GRIFFIN,NO
497943.5117,6981793.5572,521,Lenny Allen Childrens Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,LAWNTON,56 FRANCIS ROAD LAWNTON,NO
493277.6718,6970751.3306,522,Linkwood Drive Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,FERNY HILLS,65 LINKWOOD DRIVE FERNY HILLS,NO
497606.8153,6981838.3551,523,Loane Crescent Pathway,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,LAWNTON,16 LOANE CRESCENT LAWNTON,NO
483845.51,6972038.3492,524,Uralba Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,SAMFORD VALLEY,7 ANGSHELLE COURT SAMFORD VALLEY,NO
493957.2568,7005578.3204,525,Parish Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,CABOOLTURE,66 PARISH ROAD CABOOLTURE,NO
497230.7766,6974081.0183,526,Bleakley Park,Park\Linear Linkage,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,,NO
501768.4526,6988052.6233,527,Mcconarchy Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,46 SILVESTER STREET NORTH LAKES,NO
483525.7088,6989705.0508,528,Apex Park (Dayboro),Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,SAMSONVALE,Lot 330 MT SAMSON ROAD SAMSONVALE,NO
494987.6803,6975124.5384,529,Bunya Crossing Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,14 BUNYA CROSSING ROAD EATONS HILL,NO
509345.3561,6989063.4078,530,Marsala Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,KIPPA-RING,42 YALUMBA STREET KIPPA-RING,NO
502709.7454,6985175.6597,531,Nutmeg Drive Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,GRIFFIN,64 NUTMEG DRIVE GRIFFIN,NO
494644.1604,7001056.9418,532,Koala Drive Park,Park\Linear Linkage,Yes,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,14-22 KOALA DRIVE MORAYFIELD,NO
513794.0489,7005520.7193,533,Spinnakker Drive Park,Park\Local Foreshore,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,SANDSTONE POINT,20A SPINNAKER DRIVE SANDSTONE POINT,NO
520254.6974,7005740.7588,534,Lions Park (Woorim),Park\Local Recreatio,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,WOORIM,1-91 BOYD STREET WOORIM,NO
495399.9845,7005764.4265,535,Kennedy Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,CABOOLTURE,3-9 KENNEDY STREET CABOOLTURE,NO
497374.2919,7004886.3265,536,Summerfields Drive Park,Park\District Recrea,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CABOOLTURE,122-188 SUMMERFIELDS DRIVE CABOOLTURE,NO
510228.1136,6990158.6853,537,Seahawk Canal Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,NEWPORT,142A ASHMOLE ROAD NEWPORT,NO
501211.0234,6990393.7126,538,Mulgara Court Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,56 POSSUM PARADE NORTH LAKES,NO
488595.5615,6971756.7465,539,Chalmers Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,SAMFORD VILLAGE,37 CHALMERS COURT SAMFORD VILLAGE,NO
509354.6566,6985718.3864,540,K.R. Benson Park,Park\Local Sports Pa,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,CLONTARF,70 MAINE ROAD CLONTARF,NO
494209.8872,6999336.4794,541,Oakey Flat Road Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,216 OAKEY FLAT ROAD MORAYFIELD,NO
495145.6221,6970656.3974,542,Lemm Park,Park\Linear Linkage,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,ARANA HILLS,79 VIEW CRESCENT ARANA HILLS,NO
497632.0298,6969166.3564,543,Boundary Park,Park\Local Recreatio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,EVERTON HILLS,1 CAMELIA AVENUE EVERTON HILLS,NO
494243.4804,6975939.2499,544,Bassino Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,EATONS HILL,2 BASSINO COURT EATONS HILL,NO
515038.0443,7006352.9897,545,Melrose Avenue Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLARA,34A MELROSE AVENUE BELLARA,NO
500022.1642,6988740.5465,546,Flinders Parade,Park\Linear Linkage,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,NORTH LAKES,47 FLINDERS PARADE NORTH LAKES,NO
515023.9461,7007973.1197,547,Baza Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,20 BAZA PLACE BANKSIA BEACH,NO
500058.2184,6978323.4889,548,Cook Street Reserve (North),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,STRATHPINE,16 COOK STREET STRATHPINE,NO
496018.1163,6970220.003,549,Max Morton Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ARANA HILLS,Lot 36 MINTO CRESCENT ARANA HILLS,NO
496605.2879,6981355.3791,550,Flint Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BRAY PARK,34 FORTRESS COURT BRAY PARK,NO
496918.5596,6996999.4991,551,Springfield Drive Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BURPENGARY,96 SPRINGFIELD DRIVE BURPENGARY,NO
520285.7246,7005892.1399,552,Bluey Piva Park,Park\Regional Foresh,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,WOORIM,2 RICKMAN PARADE WOORIM,NO
498655.6493,6980868.7151,553,Paisley Park,Park\Local Recreatio,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,,,No
496191.8003,6981928.6974,554,Francis Road Drainage Reserve (East),Park\Linear Linkage,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,BRAY PARK,3 GRANVILLE DRIVE BRAY PARK,NO
496390.4743,7006485.2737,555,Elof Road Park,Park\Local Recreatio,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,CABOOLTURE,32 ELOF ROAD CABOOLTURE,NO
492986.1194,7003176.8028,556,Moloney Place Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,8-16 MOLONEY PLACE BELLMERE,NO
493012.0635,7004189.9427,557,Kendall Road Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,BELLMERE,14 KENDALL ROAD BELLMERE,NO
497650.2819,6990689.5269,558,Palman Place Park (South),Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,6 PALMAN PLACE NARANGBA,NO
497228.8305,6982086.9937,559,Gould Street Park,Park\Local Recreatio,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,LAWNTON,15 GOULD STREET LAWNTON,NO
498234.9606,6987895.105,560,Garrong Reserve,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,Yes,DAKABIN,88 WHITEHORSE ROAD DAKABIN,NO
501730.4539,6993340.7901,561,Mirrabrook Street Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DECEPTION BAY,44A MIRRABOOK STREET DECEPTION BAY,NO
513692.5575,7008231.7796,562,Kakadu Circuit Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,BANKSIA BEACH,43 TEAL BOULEVARD BANKSIA BEACH,NO
509671.0785,6988870.4512,563,Walker Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,KIPPA-RING,8A BAROSSA STREET KIPPA-RING,NO
491278.2456,6973873.7623,564,Balmoral Road Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,DRAPER,Lot 900 BALMORAL ROAD DRAPER,NO
500150.4664,6986410.7966,565,Sapphire Court Park (Kallangur,Park\Local Recreatio,No,No,No,No,No,No,No,Yes,No,No,No,No,No,KALLANGUR,130A DUFFIELD ROAD KALLANGUR,NO
494036.255,7001264.7305,566,Springwater Crescent Park (West),Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,MORAYFIELD,1 SPRINGWATER CRESCENT MORAYFIELD,NO
498738.7659,6979540.1098,567,Piggott Reserve,Park\Local Recreatio,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,BRENDALE,Lot 100 NICOL WAY BRENDALE,NO
495165.8898,7009990.6293,568,Shaun Parade Park (North),Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,ELIMBAH,132 HAMILTON ROAD ELIMBAH,NO
494932.9726,6980284.5469,569,Mondial Drive Park,Park\Linear Linkage,Yes,No,No,No,No,No,No,No,No,No,No,No,No,WARNER,24 MONDIAL DRIVE WARNER,NO
494649.5408,6981338.9254,570,Fir Place Park,Park\Linear Linkage,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,WARNER,365D SAMSONVALE ROAD WARNER,NO
501747.9431,6989262.0162,571,Bridgeport Drive Park,Park\Local Recreatio,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,NORTH LAKES,26 BRIDGEPORT DRIVE NORTH LAKES,NO
500038.1958,6989791.7289,572,Shimao Crescent Park,Park\Local Recreatio,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,59 SHIMAO CRESCENT NORTH LAKES,NO
500734.11,6989253.7065,573,Friars Crescent Park,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NORTH LAKES,93-101 MACKINTOSH DRIVE NORTH LAKES,NO
493027.2601,6992502.6586,574,Butleigh Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,NARANGBA,21A BUTLEIGH COURT NARANGBA,NO
506900.1503,7012705.7275,575,Mary Street Park,Park\Amenity Park,No,No,No,No,No,No,No,No,No,No,No,No,No,DONNYBROOK,33 MARY STREET DONNYBROOK,NO
494399.2476,7009885.0392,576,Treecreeper Court Reserve,Park\Linear Linkage,No,No,No,No,No,No,No,No,No,No,No,No,No,ELIMBAH,30 TREECREEPER COURT ELIMBAH,NO
493176.7385,6992993.1301,577,Highlands Estate Park,Park\Linear Linkage,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,NARANGBA,18 RIFLE RANGE ROAD NARANGBA,NO
